kabupaten/kota,kecamatan,sekolah,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kab. Alor,Kec. Alor Tengah Utara,SLB NEGERI ALOR,17,6,1,1,1,0,1,2,4,2,4,18,5,6,2,1,7,6,4,3,4,4,3,2,3,2,5,1,0,1,1,2,4,3,0,2,3,3,0,0,5,22,11,66,36,30,22,22,1,1,0,0,0,0,1,1,2,2,0,0,1,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,18,17,,,,,,,,,,,,,,,,,,
Kab. Alor,Kec. Alor Tengah Utara,SLB NEGERI TUNA GRAHITA (C),16,6,1,1,3,0,1,2,6,0,6,18,5,6,2,0,3,1,1,1,4,1,3,0,1,1,4,7,6,3,4,3,3,5,4,2,0,2,0,0,7,24,11,61,35,26,21,21,2,2,0,0,0,0,2,2,2,2,0,0,1,1,7,7,0,0,0,0,0,0,1,1,0,0,0,0,15,15,,,,,,,,,,,,,,,,,,
Kab. Alor,Kec. Pantar Tengah,SLB NEGERI PANTAR,9,9,0,0,0,0,0,1,1,0,4,5,5,2,0,0,0,1,1,0,0,0,2,1,1,3,3,0,2,2,2,2,0,5,0,0,4,0,0,0,16,9,7,29,15,14,15,15,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,2,2,0,0,13,13,,,,,,,,,,,,,,,,,,
Kab. Belu,Kec. Atambua Barat,SLB BHAKTI LUHUR,12,8,7,7,4,0,7,8,9,11,0,9,2,2,1,2,1,1,1,0,4,3,1,1,4,3,2,4,0,3,1,0,0,3,0,2,1,1,0,0,16,9,4,39,16,23,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Belu,Kec. Kota Atambua,SLB NEGERI TENUBOT,26,14,1,1,2,0,0,1,4,1,6,20,5,0,10,4,8,6,9,9,4,5,4,5,7,7,9,3,6,7,9,4,1,5,1,5,3,2,0,0,34,26,5,133,71,62,19,19,1,1,1,1,0,0,1,1,1,1,0,0,1,1,8,8,0,1,0,0,0,0,1,1,0,0,0,0,9,7,,,,,,,,,,,,,,,,,,
Kab. Ende,Kec. Ende Selatan,SLB NEGERI ENDE,41,20,1,0,0,0,0,20,6,0,6,19,2,4,9,3,2,2,8,3,2,3,11,4,5,2,15,2,12,2,8,7,3,2,3,1,0,2,0,0,13,25,6,111,78,33,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,,,,,,,,,,,,,,,,,,
Kab. Ende,Kec. Ende Tengah,SLB NEGERI TUNA GRAHITA (C) ENDE,9,7,0,0,1,0,0,6,5,0,2,6,3,4,7,0,6,1,1,3,5,0,1,1,3,4,1,1,1,2,0,1,0,0,0,0,0,0,0,0,17,8,7,38,25,13,8,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
Kab. Flores Timur,Kec. Ile Mandiri,SLB ADIMISTER DULIONAN,3,3,0,0,0,0,0,0,0,0,0,3,2,4,5,3,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,19,13,6,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
Kab. Flores Timur,Kec. Larantuka,SLB NEGERI WERI,19,19,0,0,1,0,0,2,3,0,4,18,5,2,7,1,12,8,13,8,10,12,12,7,11,5,3,2,5,5,3,10,3,6,7,3,4,4,0,0,21,22,7,161,90,71,13,13,1,1,0,0,1,1,0,0,0,0,1,1,1,1,9,9,1,1,0,0,0,0,0,0,0,0,0,0,17,16,,,,,,,,,,,,,,,,,,
Kab. Kupang,Kec. Amarasi Barat,SLB NEGERI AM ROIT,5,5,0,0,0,0,0,0,0,0,1,4,6,3,4,0,6,9,1,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,27,16,11,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,
